fullId,source,id,category,datasets,wnsynset,wnsynsetkey,otf,up,front,nfaces,nvertices,nmeshes,nmaterials,minPoint,maxPoint,aligned.minPoint,aligned.maxPoint,aligned.dims,index,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
p5d.543,p5d,543,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1988,1308,1,1,"-0.405, 0.0, -0.405","0.405, 0.41, 0.405","-40.5, 0.0, -40.5","40.5, 41.0, 40.5","81.0, 41.0, 81.0",424,,,,,
p5d.544,p5d,544,ottoman,SUNCG,n03380724,footstool.n.01,0,,,1034,609,2,2,"-0.19, 0.0, -0.19","0.19, 0.382187, 0.19","-19.0, 0.0, -19.0","19.0, 38.2187, 19.0","38.0, 38.2187, 38.0",425,,,,,
p5d.545,p5d,545,ottoman,SUNCG,n03380724,footstool.n.01,0,,,898,569,1,1,"-0.585, 0.0, -0.3","0.585, 0.32, 0.3","-58.499996, 0.0, -30.000002","58.499996, 32.0, 30.000002","116.99999, 32.0, 60.000004",426,,,,,
p5d.546,p5d,546,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1952,984,2,2,"-0.25, 1.02996826E-4, -0.25","0.25, 0.55, 0.25","-25.0, 0.010299683, -25.0","25.0, 55.0, 25.0","50.0, 54.9897, 50.0",427,,,,,
p5d.547,p5d,547,ottoman,SUNCG,n03380724,footstool.n.01,0,,,484,339,1,1,"-0.2, 0.0, -0.2","0.2, 0.4, 0.2","-20.0, 0.0, -20.0","20.0, 40.0, 20.0","40.0, 40.0, 40.0",428,,,,,
p5d.548,p5d,548,ottoman,SUNCG,n03380724,footstool.n.01,0,,,3564,1956,2,2,"-0.199892, 0.0, -0.199892","0.199892, 0.444133, 0.199892","-19.9892, 0.0, -19.9892","19.9892, 44.4133, 19.9892","39.9784, 44.4133, 39.9784",429,,,,,
p5d.549,p5d,549,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,4160,2200,3,3,"-0.494403, 0.0, -0.294644","0.494402, 0.45, 0.294644","-49.4402, 0.0, -29.4644","49.4403, 45.0, 29.4644","98.8805, 45.0, 58.9288",430,,,,,
p5d.550,p5d,550,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,5176,2714,2,2,"-0.492139, 0.0, -0.293295","0.492139, 0.451, 0.293295","-49.2139, 0.0, -29.3295","49.2139, 45.100002, 29.3295","98.4278, 45.100002, 58.659",431,,,,,
p5d.551,p5d,551,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1248,800,2,2,"-0.505, 0.0, -0.29","0.505, 0.56, 0.29","-50.5, 0.0, -29.0","50.5, 56.0, 29.0","101.0, 56.0, 58.0",432,,,,,
p5d.552,p5d,552,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,3326,1956,3,3,"-0.35, 2.4050474E-4, -0.35","0.35, 0.5495, 0.35","-35.0, 0.024051666, -35.0","35.0, 54.949997, 35.0","70.0, 54.925945, 70.0",433,,,,,
p5d.553,p5d,553,ottoman,SUNCG,n03380724,footstool.n.01,0,,,4846,2629,2,2,"-0.5, 0.0, -0.229806","0.5, 0.439815, 0.229806","-50.0, 0.0, -22.9806","50.0, 43.981503, 22.9806","100.0, 43.981503, 45.9612",434,,,,,
p5d.554,p5d,554,ottoman,SUNCG,n03380724,footstool.n.01,0,,,6340,4532,2,2,"-0.199999, 0.0015150309, -0.199999","0.199999, 0.440399, 0.199999","-19.9999, 0.1515007, -19.9999","19.9999, 44.039898, 19.9999","39.9998, 43.888397, 39.9998",435,,,,,
p5d.555,p5d,555,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,892,612,1,1,"-0.4, -2.9802322E-8, -0.4","0.4, 0.3, 0.4","-40.0, -1.9073486E-6, -40.0","40.0, 30.000002, 40.0","80.0, 30.000004, 80.0",436,,,,,
p5d.556,p5d,556,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,2808,1560,2,2,"-0.55, 0.0, -0.3","0.55, 0.45, 0.3","-55.0, 0.0, -30.000002","55.0, 45.0, 30.000002","110.0, 45.0, 60.000004",437,,,,,
p5d.557,p5d,557,ottoman,SUNCG,n03380724,footstool.n.01,0,,,2840,1784,2,2,"-0.35, 0.0, -0.27","0.35, 0.67048, 0.27","-35.0, 0.0, -27.000002","35.0, 67.048004, 27.000002","70.0, 67.048004, 54.000004",438,,,,,
p5d.558,p5d,558,ottoman,SUNCG,n03380724,footstool.n.01,0,,,1812,1112,2,2,"-0.545, 0.0, -0.31","0.545, 0.44, 0.31","-54.5, 0.0, -31.0","54.5, 44.0, 31.0","109.0, 44.0, 62.0",439,,,,,
p5d.559,p5d,559,ottoman,SUNCG,n03380724,footstool.n.01,0,,,1268,873,2,2,"-0.47987002, -2.9802322E-8, -0.489887","0.479827, 0.498699, 0.489685","-47.982697, -3.8146973E-6, -48.9685","47.987, 49.8699, 48.9887","95.969696, 49.869904, 97.9572",440,,,,,
p5d.560,p5d,560,ottoman,SUNCG,n03380724,footstool.n.01,0,,,6592,4350,3,3,"-0.311146, 0.0, -0.191528","0.311146, 0.41, 0.191528","-31.1146, 0.0, -19.152802","31.1146, 41.0, 19.152802","62.2292, 41.0, 38.305603",441,,,,,
p5d.561,p5d,561,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1696,988,2,2,"-0.299971, 2.7030706E-5, -0.20003","0.299971, 0.28, 0.20003","-29.9971, 0.0027046204, -20.003","29.9971, 28.0, 20.003","59.9942, 27.997295, 40.006",442,,,,,
p5d.562,p5d,562,pool,SUNCG,n03982060,pool.n.01,0,,,2490,1477,6,6,"-2.5, -7.851124E-4, -1.43036","2.5, 1.72, 1.43036","-250.0, -0.07852173, -143.036","250.0, 172.0, 143.036","500.0, 172.07852, 286.072",443,,,,,
p5d.563,p5d,563,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1868,1124,3,3,"-0.500039, 6.15716E-5, -0.200104","0.500039, 0.53, 0.200104","-50.0039, 0.0061569214, -20.010399","50.0039, 52.999996, 20.010399","100.0078, 52.99384, 40.020798",444,,,,,
p5d.564,p5d,564,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,772,428,2,2,"-0.474941, 0.0, -0.200022","0.474941, 0.62, 0.200022","-47.4941, 0.0, -20.0022","47.4941, 62.0, 20.0022","94.9882, 62.0, 40.0044",445,,,,,
p5d.565,p5d,565,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1168,792,2,2,"-0.51, 0.0, -0.245","0.51, 0.52, 0.245","-51.0, 0.0, -24.5","51.0, 52.0, 24.5","102.0, 52.0, 49.0",446,,,,,
p5d.566,p5d,566,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,1236,668,3,3,"-0.3, 0.0, -0.3","0.3, 0.5, 0.3","-30.000002, 0.0, -30.000002","30.000002, 50.0, 30.000002","60.000004, 50.0, 60.000004",447,,,,,
p5d.567,p5d,567,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,696,388,2,2,"-0.55, 0.00999999, -0.3","0.55, 0.4, 0.3","-55.0, 1.0, -30.000002","55.0, 40.0, 30.000002","110.0, 39.0, 60.000004",448,,,,,
p5d.568,p5d,568,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,812,512,3,3,"-0.55, 0.0, -0.3","0.55, 0.44, 0.3","-55.0, 0.0, -30.000002","55.0, 44.0, 30.000002","110.0, 44.0, 60.000004",449,,,,,
p5d.569,p5d,569,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,720,391,2,2,"-0.375, 0.0, -0.274992","0.375, 0.45, 0.274992","-37.5, 0.0, -27.499199","37.5, 45.0, 27.499199","75.0, 45.0, 54.998398",450,,,,,
p5d.57,p5d,57,sofa,SUNCG,n04256520,sofa.n.01,0,,,2012,1636,2,2,"-0.825072, 0.0, -0.467768","0.825072, 0.913217, 0.502079","-82.5072, 0.0, -50.2079","82.5072, 91.3217, 46.776802","165.0144, 91.3217, 96.9847",451,,,,,
p5d.570,p5d,570,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,2402,2040,2,2,"-0.78, 1.4805794E-4, -0.21999198","0.78, 1.47, 0.22000599","-78.0, 0.014816284, -22.000603","78.0, 147.0, 21.999199","156.0, 146.98518, 43.9998",452,,,,,
p5d.577,p5d,577,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,3282,2831,4,3,"-0.7550169, 0.0, -0.214948","0.755005, 1.60006, 0.215806","-75.5005, 0.0, -21.5806","75.50169, 160.006, 21.4948","151.0022, 160.006, 43.0754",453,,,,,
p5d.579,p5d,579,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,3298,1726,4,4,"-0.3, 0.0, -0.3","0.3, 0.81, 0.28172404","-30.000002, 0.0, -28.172401","30.000002, 81.0, 30.0","60.000004, 81.0, 58.1724",454,,,,,
p5d.580,p5d,580,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,4022,2022,3,3,"-0.6, 2.9802322E-8, -0.35","0.6, 0.38, 0.35","-60.000004, 3.8146973E-6, -35.0","60.000004, 38.0, 35.0","120.00001, 37.999996, 70.0",455,,,,,
p5d.586,p5d,586,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,720,428,2,2,"-0.635, -2.9802322E-8, -0.6","0.635, 0.35, 0.6","-63.5, 0.0, -60.000004","63.5, 35.0, 60.000004","127.0, 35.0, 120.00001",456,,,,,
p5d.587,p5d,587,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,2468,1576,3,3,"-0.399844, 0.0, -0.200212","0.399844, 0.49992, 0.199316","-39.984398, 0.0, -19.931599","39.984398, 49.992, 20.021198","79.968796, 49.992, 39.952797",457,,,,,
p5d.589,p5d,589,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,676,448,2,2,"-0.45, 0.0, -0.45","0.45, 0.33, 0.45","-45.0, 0.0, -45.0","45.0, 33.0, 45.0","90.0, 33.0, 90.0",458,,,,,
p5d.590,p5d,590,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,4308,3676,4,4,"-0.92, 0.029999971, -0.245009","0.92, 1.49029, 0.24350399","-92.0, 3.0, -24.350403","92.0, 149.029, 24.5009","184.0, 146.029, 48.851303",459,,,,,
p5d.591,p5d,591,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,3656,2436,3,3,"-0.45, -5.9604645E-7, -0.3","0.45, 0.400002, 0.3","-45.0, -5.722046E-5, -30.000002","45.0, 40.0002, 30.000002","90.0, 40.000256, 60.000004",460,,,,,
p5d.592,p5d,592,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,2924,1994,3,3,"-0.55, 0.0, -0.305","0.55, 0.36, 0.305","-55.0, 0.0, -30.5","55.0, 36.0, 30.5","110.0, 36.0, 61.0",461,,,,,
p5d.593,p5d,593,"kitchen_cabinet,range_oven_with_hood",SUNCG,n04330340,stove.n.01,0,,,3424,3014,9,9,"-0.30000204, 0.0, -0.31","0.3, 2.18, 0.31","-30.000002, 0.0, -31.0","30.0002, 218.0, 31.0","60.000202, 218.0, 62.0",462,,,,4,
p5d.594,p5d,594,"kitchen_cabinet,kitchen_sink_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,6202,4383,6,6,"-0.45, 0.0, -0.31","0.45, 2.18, 0.31","-45.0, 0.0, -31.0","45.0, 218.0, 31.0","90.0, 218.0, 62.0",463,,,,4,
p5d.595,p5d,595,"kitchen_cabinet,kitchen_sink_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,4626,3343,6,6,"-0.3, 0.0, -0.31","0.3, 2.18, 0.31","-30.000002, 0.0, -31.0","30.000002, 218.0, 31.0","60.000004, 218.0, 62.0",464,,,,4,
p5d.596,p5d,596,"kitchen_cabinet,tall_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1166,798,3,3,"-0.225, 0.0, -0.31","0.225, 1.46, 0.31","-22.5, 0.0, -31.0","22.5, 146.0, 31.0","45.0, 146.0, 62.0",465,,,,4,
p5d.597,p5d,597,"kitchen_cabinet,tall_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1166,798,3,3,"-0.225, 0.0, -0.31","0.225, 1.46, 0.31","-22.5, 0.0, -31.0","22.5, 146.0, 31.0","45.0, 146.0, 62.0",466,,,,4,
p5d.598,p5d,598,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,3670,2394,4,4,"-0.225, 0.0, -0.31","0.225, 2.18, 0.31","-22.5, 0.0, -31.0","22.5, 218.0, 31.0","45.0, 218.0, 62.0",467,,,,4,
p5d.599,p5d,599,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,3820,2548,5,5,"-0.45, 0.0, -0.31","0.45, 2.18, 0.31","-45.0, 0.0, -31.0","45.0, 218.0, 31.0","90.0, 218.0, 62.0",468,,,,4,
p5d.60,p5d,60,bathtub,SUNCG,n02808440,bathtub.n.01,0,,,6796,3840,2,2,"-0.895072, 0.0, -0.5684041","0.895072, 0.772575, 0.52607","-89.5072, 0.0, -52.607002","89.5072, 77.2575, 56.8404","179.0144, 77.2575, 109.4474",469,,,,,
p5d.600,p5d,600,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,3092,2050,4,4,"-0.45, 0.0, -0.31","0.45, 2.18, 0.31","-45.0, 0.0, -31.0","45.0, 218.0, 31.0","90.0, 218.0, 62.0",470,,,,4,
p5d.601,p5d,601,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1792,1194,4,4,"-0.225, 0.0, -0.31","0.225, 2.18, 0.31","-22.5, 0.0, -31.0","22.5, 218.0, 31.0","45.0, 218.0, 62.0",471,,,,4,
p5d.602,p5d,602,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,3564,2430,5,5,"-0.525, 0.0, -0.31","0.525, 2.18003, 0.31","-52.499996, 0.0, -31.0","52.499996, 218.003, 31.0","104.99999, 218.003, 62.0",472,,,,4,
p5d.603,p5d,603,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,2252,1512,5,5,"-0.225, 0.0, -0.31","0.225, 2.18, 0.31","-22.5, 0.0, -31.0","22.5, 218.0, 31.0","45.0, 218.0, 62.0",473,,,,4,
p5d.604,p5d,604,"kitchen_cabinet,short_kitchen_cabinet_with_hanging_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,3565,2431,5,5,"-0.525, -4.1675568E-4, -0.31","0.525, 2.18003, 0.31","-52.499996, -0.041671753, -31.0","52.499996, 218.003, 31.0","104.99999, 218.04468, 62.0",474,,,,4,
p5d.605,p5d,605,bench_chair,SUNCG,n03891251,park_bench.n.01,0,,,7432,3916,2,2,"-0.75, 0.0, -0.350214","0.75, 0.9, 0.350214","-75.0, 0.0, -35.0214","75.0, 90.0, 35.0214","150.0, 90.0, 70.0428",475,,,,,
p5d.606,p5d,606,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1662,1006,3,3,"-0.3, 0.0, -0.196574","0.3, 2.0, 0.196574","-30.000002, 0.0, -19.6574","30.000002, 200.0, 19.6574","60.000004, 200.0, 39.3148",476,,,,184,
p5d.607,p5d,607,shelving,SUNCG,n04190052,shelf.n.01,0,,,1596,1016,3,3,"-0.185, 0.0, -0.185","0.185, 2.0, 0.185","-18.5, 0.0, -18.5","18.5, 200.0, 18.5","37.0, 200.0, 37.0",477,,,,184,
p5d.608,p5d,608,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,2380,1358,3,3,"-0.68, 0.0, -0.24657398","0.68, 0.45, 0.246575","-68.0, 0.0, -24.657501","68.0, 45.0, 24.657402","136.0, 45.0, 49.314903",478,,,,184,
p5d.609,p5d,609,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1584,1020,5,5,"-0.3, 0.0, -0.19","0.3, 2.0, 0.19","-30.000002, 0.0, -19.0","30.000002, 200.0, 19.0","60.000004, 200.0, 38.0",479,,,,53,
p5d.610,p5d,610,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1526,992,5,5,"-0.3, 0.0, -0.19","0.3, 2.0, 0.19","-30.000002, 0.0, -19.0","30.000002, 200.0, 19.0","60.000004, 200.0, 38.0",480,,,,53,
p5d.611,p5d,611,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1458,968,3,3,"-0.21, 0.0, -0.22","0.21, 2.11, 0.22","-21.0, 0.0, -22.0","21.0, 210.99998, 22.0","42.0, 210.99998, 44.0",481,,,,53,
p5d.612,p5d,612,shelving,SUNCG,n04190052,shelf.n.01,0,,,5668,3824,2,2,"-0.47, 0.0, -0.2","0.47, 2.11, 0.2","-47.0, 0.0, -20.0","47.0, 210.99998, 20.0","94.0, 210.99998, 40.0",482,,,,53,
p5d.613,p5d,613,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,2040,1344,3,3,"-0.4, 0.0, -0.31","0.4, 2.11, 0.31","-40.0, 0.0, -31.0","40.0, 210.99998, 31.0","80.0, 210.99998, 62.0",483,,,,53,
p5d.614,p5d,614,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,3572,2413,3,3,"-0.375, 0.0, -0.22","0.375, 1.9, 0.22","-37.5, 0.0, -22.0","37.5, 190.0, 22.0","75.0, 190.0, 44.0",484,,,,53,
p5d.615,p5d,615,dresser,SUNCG,n03015254,chest_of_drawers.n.01,0,,,2518,1612,4,4,"-0.68, 0.0, -0.24","0.68, 0.76, 0.24","-68.0, 0.0, -24.0","68.0, 76.0, 24.0","136.0, 76.0, 48.0",485,,,,53,
p5d.616,p5d,616,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,2122,1348,4,4,"-0.68, 0.0, -0.24","0.68, 0.45, 0.24","-68.0, 0.0, -24.0","68.0, 45.0, 24.0","136.0, 45.0, 48.0",486,,,,53,
p5d.617,p5d,617,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,2272,1508,2,2,"-0.75, 0.0, -0.305","0.75, 0.55, 0.305","-75.0, 0.0, -30.5","75.0, 55.0, 30.5","150.0, 55.0, 61.0",487,,,,53,
p5d.618,p5d,618,tv_stand,SUNCG,n03290653,entertainment_center.n.01,0,,,1744,1132,3,3,"-0.75, 0.0, -0.20999998","0.75, 0.37, 0.20999998","-75.0, 0.0, -21.0","75.0, 37.0, 21.0","150.0, 37.0, 42.0",488,,,,53,
p5d.620,p5d,620,plant,SUNCG,n00017222,plant.n.02,0,,,2916,2499,3,3,"-0.385094, 0.0, -0.49965703","0.385094, 1.17676, 0.5","-38.5094, 0.0, -50.0","38.5094, 117.675995, 49.9657","77.0188, 117.675995, 99.9657",489,,,,,
p5d.621,p5d,621,curtain,SUNCG,n03151077,curtain.n.01,148,,,418,314,2,2,"-0.5, 0.0020145178, -0.059966497","0.5, 0.820663, 0.059966497","-50.0, 0.20145416, -5.9966507","50.0, 82.0663, 5.9966507","100.0, 81.864845, 11.993301",490,,,,,
p5d.622,p5d,622,curtain,SUNCG,n03151077,curtain.n.01,3,,,2438,1775,5,5,"-1.345, -1.320839E-4, -0.059994794","1.345, 2.475, 0.0599946","-134.5, -0.013198853, -5.99946","134.5, 247.49998, 5.9994793","269.0, 247.51318, 11.9989395",491,,,,,
p5d.623,p5d,623,plant,SUNCG,n00017222,plant.n.02,0,,,1316,1152,3,3,"-0.2814, 0.0, -0.264899","0.280008, 1.5, 0.264899","-28.000801, 0.0, -26.489899","28.14, 150.0, 26.489899","56.1408, 150.0, 52.979797",492,,,,,
p5d.624,p5d,624,plant,SUNCG,n00017222,plant.n.02,0,,,2044,1766,3,3,"-0.295036, 0.0, -0.269782","0.295036, 0.939927, 0.269781","-29.5036, 0.0, -26.9781","29.5036, 93.9927, 26.978199","59.0072, 93.9927, 53.9563",493,,,,,
p5d.625,p5d,625,curtain,SUNCG,n03151077,curtain.n.01,3,,,1036,730,4,4,"-1.2095, 2.3841858E-7, -0.0947938","1.2095, 2.5, 0.0947939","-120.95, 3.0517578E-5, -9.479391","120.95, 250.0, 9.47938","241.9, 249.99997, 18.95877",494,,,,,
p5d.626,p5d,626,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,200,,,7770,5591,3,3,"-0.384782, 7.120371E-4, -0.345","0.384782, 0.7, 0.345","-38.4782, 0.07120514, -34.5","38.4782, 70.0, 34.5","76.9564, 69.928795, 69.0",495,,,,,
p5d.627,p5d,627,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,202,,,5152,4214,4,3,"-0.23, 0.0, -0.23","0.23, 0.68, 0.23","-23.0, 0.0, -23.0","23.0, 68.0, 23.0","46.0, 68.0, 46.0",496,,,,,
p5d.628,p5d,628,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,181,,,2904,1925,5,5,"-1.32, 0.0, -0.2","1.32, 0.89, 0.2","-132.0, 0.0, -20.0","132.0, 89.0, 20.0","264.0, 89.0, 40.0",497,,,,,
p5d.629,p5d,629,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,220,,,724,481,3,3,"-0.0995688, 0.0, -0.0995688","0.0995688, 0.5, 0.0995688","-9.95688, 0.0, -9.95688","9.95688, 50.0, 9.95688","19.91376, 50.0, 19.91376",498,,,,,
p5d.63,p5d,63,sofa,SUNCG,n04256520,sofa.n.01,0,,,6677,4362,2,2,"-1.0, 0.0027002096, -0.74799895","1.0, 0.931926, 0.882462","-100.0, 0.27002716, -88.2462","100.0, 93.192604, 74.79991","200.0, 92.92258, 163.04611",499,,,,,
p5d.630,p5d,630,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,196,,,1056,650,3,3,"-0.0597779, 0.0, -0.0597779","0.0597779, 0.741915, 0.0597779","-5.97779, 0.0, -5.97779","5.97779, 74.1915, 5.97779","11.95558, 74.1915, 11.95558",500,,,,,
p5d.631,p5d,631,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,242,,,2779,1860,3,3,"-0.379997, -2.9802322E-8, -0.349779","0.379997, 0.28, 0.349779","-37.9997, -1.9073486E-6, -34.9779","37.9997, 28.0, 34.9779","75.9994, 28.000002, 69.9558",501,,,,,
p5d.632,p5d,632,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,200,,,2246,1332,3,3,"-0.24, 2.5689602E-4, -0.24","0.24, 0.7, 0.24","-24.0, 0.025688171, -24.0","24.0, 70.0, 24.0","48.0, 69.97431, 48.0",502,,,,,
p5d.633,p5d,633,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,220,,,2478,1609,5,5,"-0.38, 0.0, -0.03","0.38, 0.5, 0.03","-38.0, 0.0, -3.0","38.0, 50.0, 3.0","76.0, 50.0, 6.0",503,,,,,
p5d.634,p5d,634,plant,SUNCG,n00017222,plant.n.02,0,,,400,503,4,4,"-0.59582, 0.0, -0.589641","0.59161, 1.91872, 0.5916101","-59.161003, 0.0, -59.161003","59.582, 191.872, 58.964096","118.743004, 191.872, 118.1251",504,,,,,
p5d.635,p5d,635,pool,SUNCG,n03982060,pool.n.01,0,,,1082,621,4,4,"-2.90008, -5.9604645E-8, -1.90008","2.90008, 0.619996, 1.90008","-290.008, -7.6293945E-6, -190.008","290.008, 61.9996, 190.008","580.016, 61.999607, 380.016",505,,,,,
p5d.636,p5d,636,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,210,,,4398,3348,5,5,"-0.35, 0.0, -0.134985","0.35, 0.6, 0.134985","-35.0, 3.8146973E-6, -13.4985","35.0, 60.000004, 13.4985","70.0, 60.0, 26.997",506,,,,,
p5d.637,p5d,637,plant,SUNCG,n00017222,plant.n.02,0,,,4340,3768,4,4,"-0.775, 0.0, -0.760381","0.775, 1.97361, 0.759619","-77.5, 0.0, -75.9619","77.5, 197.36101, 76.0381","155.0, 197.36101, 152.0",507,,,,,
p5d.638,p5d,638,"kitchen_appliance,small_refrigerator",SUNCG,n04070727,refrigerator.n.01,0,,,5430,4264,5,5,"-0.809988, 0.0, -0.45562","0.809988, 1.83, 0.45437998","-80.9988, 0.0, -45.438","80.9988, 183.0, 45.562","161.9976, 183.0, 91.0",508,,,,160,
p5d.639,p5d,639,"kitchen_appliance,small_refrigerator",SUNCG,n04070727,refrigerator.n.01,0,,,3320,2556,5,5,"-0.405, 0.0, -0.45562","0.405, 1.83005, 0.45437998","-40.5, 0.0, -45.438","40.5, 183.005, 45.562","81.0, 183.005, 91.0",509,,,,160,
p5d.64,p5d,64,sofa,SUNCG,n04256520,sofa.n.01,0,,,2880,2106,2,2,"-0.890229, 0.0, -0.505","0.890229, 0.829265, 0.505","-89.022896, 0.0, -50.5","89.022896, 82.9265, 50.5","178.04579, 82.9265, 101.0",510,,,,,
p5d.640,p5d,640,"kitchen_appliance,small_refrigerator",SUNCG,n04070727,refrigerator.n.01,0,,,5014,3896,4,4,"-0.534935, 0.0, -0.454995","0.534935, 1.01968, 0.454995","-53.4935, 0.0, -45.4995","53.4935, 101.968, 45.4995","106.987, 101.968, 90.999",511,,,,,
p5d.641,p5d,641,ATM,SUNCG,n02977058,cash_machine.n.01,0,,,1778,948,3,2,"-0.454995, 0.0, -0.454995","0.454995, 1.22, 0.454995","-45.4995, 0.0, -45.4995","45.4995, 122.0, 45.4995","90.999, 122.0, 90.999",512,,,,,
p5d.645,p5d,645,sofa,SUNCG,n04256520,sofa.n.01,0,,,7834,4536,2,2,"-1.2, 0.0, -0.53","1.2, 0.905711, 0.53","-120.00001, 0.0, -52.999996","120.00001, 90.5711, 52.999996","240.00002, 90.5711, 105.99999",513,,,,103,
p5d.646,p5d,646,"chair,armchair,sofa_chair",SUNCG,n03262932,easy_chair.n.01,0,,,4384,2683,2,2,"-0.46, 0.0, -0.485","0.46, 0.905711, 0.485","-46.0, 0.0, -48.5","46.0, 90.5711, 48.5","92.0, 90.5711, 97.0",514,,,,103,
p5d.647,p5d,647,ottoman,SUNCG,n03380724,footstool.n.01,0,,,2332,1406,2,2,"-0.199896, 0.0, -0.199988","0.199896, 0.462, 0.199988","-19.9896, 0.0, -19.998798","19.9896, 46.2, 19.998798","39.9792, 46.2, 39.997597",515,,,,,
p5d.648,p5d,648,toy,SUNCG,n03964744,plaything.n.01,58,,,1238,660,3,3,"-0.045, 0.0015118569, -0.07265371","0.045, 0.127738, 0.0724819","-4.5, 0.15118504, -7.24819","4.5, 12.7738, 7.2653704","9.0, 12.622615, 14.51356",516,,,,,
p5d.649,p5d,649,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,219,,,2002,1180,3,3,"-0.44, -2.2500753E-4, -0.12","0.44, 0.51, 0.12","-44.0, -0.022499084, -12.0","44.0, 51.0, 12.0","88.0, 51.0225, 24.0",517,,,,,
p5d.650,p5d,650,"fan,ceiling_fan",SUNCG,n03320046,fan.n.01,225,,,1540,1293,3,3,"-0.56, 0.0, -0.499875","0.56, 0.460109, 0.499875","-56.0, 0.0, -49.9875","56.0, 46.0109, 49.9875","112.0, 46.0109, 99.975",518,,,,,
